workload,machines,thresTemp,envTemp,acPower
64000,2,22,25,856.4918226241
64000,3,22,25,1046.2210411327
64000,4,22,25,1241.1136794339
64000,5,22,25,1429.4628422585
64000,6,22,25,1624.188293431
64000,7,22,25,1814.866084144
64000,8,22,25,2000.7907409395
64000,9,22,25,2188.3020880573
64000,10,22,25,2394.0467413298
64000,11,22,25,2572.1784672401
64000,12,22,25,2761.078614791
64000,13,22,25,2963.312459163
64000,14,22,25,3145.0138787436
64000,15,22,25,3334.3852751966
64000,16,22,25,3534.2988834129
64000,17,22,25,3697.9617629562
64000,18,22,25,3917.1217724982
64000,19,22,25,4093.1035256275
64000,20,22,25,4272.5084626121
64000,21,22,25,4459.3466761599
64000,22,22,25,4651.3140431677
64000,23,22,25,4847.3999167888
64000,24,22,25,5050.1275761488
64000,25,22,25,5263.1674806241
64000,26,22,25,5389.9663229039
64000,27,22,25,5613.1650184283
64000,28,22,25,5853.8992004688
64000,29,22,25,6292.2033884229
64000,30,22,25,6429.5951635539
64000,31,22,25,6686.948011028
64000,32,22,25,6827.5796204318
64000,33,22,25,7103.9543389109
64000,34,22,25,7241.9601643838
64000,35,22,25,7728.8765874191
64000,36,22,25,8099.6952136003
64000,37,22,25,8377.2502859722
64000,38,22,25,8529.5048671485
64000,39,22,25,8676.1030777876
64000,40,22,25,9200.3472622968
64000,41,22,25,9574.750993389
64000,42,22,25,10104.4118371811
64000,43,22,25,10497.4036844327
64000,44,22,25,10650.6340796986
64000,45,22,25,11190.9902682066
64000,46,22,25,11584.3044473393
64000,47,22,25,11985.2312101199
64000,48,22,25,12566.5945444006
64000,49,22,25,12946.3546070818
64000,50,22,25,13092.8334065121
64000,51,22,25,13249.1757821607
64000,52,22,25,13420.0793736883
64000,53,22,25,13580.2604634004
64000,54,22,25,13763.3309788701
64000,55,22,25,14118.5922330097
64000,56,22,25,14330.3751195209
64000,57,22,25,14503.3618101307
64000,58,22,25,14655.458292544
64000,59,22,25,15042.0206212477
64000,60,22,25,15180.878548741
64000,61,22,25,15346.1551023912
64000,62,22,25,15542.8485516983
64000,63,22,25,15970.5249761789
64000,64,22,25,16363.8483560725
64000,65,22,25,16520.1775942832
64000,66,22,25,16723.9140510871
64000,67,22,25,16947.9682496452
64000,68,22,25,17309.7390241062
64000,69,22,25,17533.5623476192
64000,70,22,25,17769.3707850164
64000,71,22,25,17926.3972848112
64000,72,22,25,18142.2711905192
64000,73,22,25,18279.8204469561
64000,74,22,25,18439.201320383
64000,75,22,25,18526.9163085893
64000,76,22,25,18655.1208699289
64000,77,22,25,18775.0655218609
64000,78,22,25,18888.6983315065
64000,79,22,25,19209.6284927946
64000,80,22,25,19519.2995018919
64000,81,22,25,19777.6859244502
64000,82,22,25,20069.3629281696
64000,83,22,25,20355.2494214965
64000,84,22,25,20644.8664715848
64000,85,22,25,20991.1417322835
64000,86,22,25,21240.9327688819
64000,87,22,25,21537.3293486519
64000,88,22,25,21835.3361288419
64000,89,22,25,22119.3509773571
64000,90,22,25,22387.5895499779
64000,91,22,25,22665.008218944
64000,92,22,25,22958.4572371237
64000,93,22,25,23252.8442327778
64000,94,22,25,23496.7204393795
64000,95,22,25,23801.8442795454
64000,96,22,25,24104.661734227
64000,97,22,25,24328.821078717
64000,98,22,25,24609.0363637776
64000,99,22,25,24909.7331823735
64000,100,22,25,25172.185866213
64000,101,22,25,25466.4402191252
64000,102,22,25,25567.7714543181
64000,103,22,25,25705.1573573199
64000,104,22,25,25944.4798837851
64000,105,22,25,26249.0909161769
64000,106,22,25,26498.783325941
64000,107,22,25,26792.4009072911
64000,108,22,25,27078.0861770621
64000,109,22,25,27322.0958074064
64000,110,22,25,27612.3530281454
64000,111,22,25,27866.2127836429
64000,112,22,25,28146.7388038251
64000,113,22,25,28423.92442145
64000,114,22,25,28721.1760549681
64000,115,22,25,28995.3275984157
64000,116,22,25,29273.6811167916
64000,117,22,25,29544.1640914493
64000,118,22,25,29840.6596478123
64000,119,22,25,30121.6588541059
64000,120,22,25,30389.4709734555
64000,121,22,25,30698.927198466
64000,122,22,25,30981.416683555
64000,123,22,25,31237.4191039953
64000,124,22,25,31387.9315010834
64000,125,22,25,31485.5608768945
64000,126,22,25,31609.1656606617
64000,127,22,25,31780.6373772233
64000,128,22,25,31927.9107937526
64000,129,22,25,32004.4929305663
64000,130,22,25,32136.9445417124
64000,131,22,25,32511.605340392
64000,132,22,25,32589.6948828921
64000,133,22,25,32664.0229370142
64000,134,22,25,32748.3886767196
64000,135,22,25,32816.7446825179
64000,136,22,25,32866.654221725
64000,137,22,25,32983.3451490363
64000,138,22,25,33158.712784397
64000,139,22,25,33232.3636186786
64000,140,22,25,33338.5450604768
64000,141,22,25,33490.3413637743
64000,142,22,25,33633.1422835399
64000,143,22,25,33755.5558434687
64000,144,22,25,33901.2534023415
64000,145,22,25,33994.6340317105
64000,146,22,25,34150.6291486741
64000,147,22,25,34265.2083712678
64000,148,22,25,34400.9281851359
64000,149,22,25,34530.5006653127
64000,150,22,25,34668.5553494318
64000,151,22,25,34756.6935685598
64000,152,22,25,34906.1452949553
64000,153,22,25,35045.152212886
64000,154,22,25,35207.1406918451
64000,155,22,25,35286.6922286808
64000,156,22,25,35399.2655620033
64000,157,22,25,35552.6336539511
64000,158,22,25,35667.851092023
64000,159,22,25,35764.9855732194
64000,160,22,25,35873.253862826
64000,161,22,25,36018.8391577375
64000,162,22,25,36176.2968191259
64000,163,22,25,36323.8945848994
64000,164,22,25,36466.3064329124
64000,165,22,25,36573.0788024268
64000,166,22,25,36954.8454019674
64000,167,22,25,37055.903275925
64000,168,22,25,37416.3103703185
64000,169,22,25,37754.3474955451
64000,170,22,25,38070.0946965283
64000,171,22,25,38412.1462707901
64000,172,22,25,38583.4488957251
64000,173,22,25,38751.7218532243
64000,174,22,25,38935.627269261
64000,175,22,25,39083.7621089593
64000,176,22,25,39397.6491184311
64000,177,22,25,39645.3579357866
64000,178,22,25,39921.1452453642
64000,179,22,25,40215.8868968415
64000,180,22,25,40364.7394097586
64000,181,22,25,40529.2835457985
64000,182,22,25,40813.7714387813
64000,183,22,25,41007.4469924724
64000,184,22,25,41216.8708203967
64000,185,22,25,41412.8189415692
64000,186,22,25,41585.8324050122
64000,187,22,25,41777.721231754
64000,188,22,25,41975.0479231241
64000,189,22,25,42189.5303203617
64000,190,22,25,42436.1394013812
64000,191,22,25,42564.5408486433
64000,192,22,25,42805.5749148028
64000,193,22,25,42872.2387484995
64000,194,22,25,42986.7962742489
64000,195,22,25,43090.8892850762
64000,196,22,25,43335.4835044103
64000,197,22,25,43457.6315954405
64000,198,22,25,43570.0661784225
64000,199,22,25,43701.7415779382
64000,200,22,25,43785.7424627312
64000,201,22,25,43986.2638548385
64000,202,22,25,44075.0448444102
64000,203,22,25,45238.581021235
64000,204,22,25,45333.1187744047
64000,205,22,25,45429.1082829659
64000,206,22,25,45528.7109912386
64000,207,22,25,45696.8716873986
64000,208,22,25,45864.9777130396
64000,209,22,25,46054.1999831912
64000,210,22,25,46237.5018841381
