workload,machines,responseTime
6400,170,116.741
6400,171,116.741
6400,172,116.741
6400,173,116.741
6400,174,116.741
6400,175,116.741
6400,176,117.903
6400,177,117.903
6400,178,117.903
6400,179,117.903
6400,180,117.903
6400,181,117.903
6400,182,117.903
6400,183,117.903
6400,184,117.903
6400,185,120.068
6400,186,122.233
6400,187,122.233
6400,188,124.398
6400,189,124.398
6400,190,126.562
6400,191,128.727
6400,192,128.727
6400,193,116.741
6400,194,116.741
6400,195,116.741
6400,196,116.741
6400,197,116.741
6400,198,116.741
6400,199,117.903
6400,200,117.903
6400,201,120.068
6400,202,120.068
6400,203,120.068
6400,204,120.068
6400,205,120.068
6400,206,120.068
6400,207,120.068
6400,208,120.068
6400,209,120.068
6400,210,122.233
12800,2,1336.87
12800,3,1039.33
12800,4,832.929
12800,5,705.848
12800,6,620.088
12800,7,565.648
12800,8,493.859
12800,9,450.734
12800,10,411.939
12800,11,394
12800,12,362.319
12800,13,332
12800,14,321
12800,15,308.369
12800,16,291
12800,17,280.399
12800,18,269.416
12800,19,259.446
12800,20,255.29
12800,21,257
12800,22,257.455
12800,23,257
12800,24,257.455
12800,25,257.455
12800,26,257.455
12800,27,257.455
12800,28,257.455
12800,29,257.455
12800,30,257.455
12800,31,257.455
12800,32,255.29
12800,33,255.29
12800,34,257.455
12800,35,257.455
12800,36,257.455
12800,37,255.29
12800,38,257.455
12800,39,257.455
12800,40,257.455
12800,41,257.455
12800,42,257.455
12800,43,257.455
12800,44,257.455
12800,45,257.455
12800,46,255.29
12800,47,257.455
12800,48,255.29
12800,49,257.455
12800,50,257.455
12800,51,255.29
12800,52,255.29
12800,53,255.29
12800,54,255.29
12800,55,257.455
12800,56,257.455
12800,57,257.455
12800,58,257.455
12800,59,257.455
12800,60,257.455
12800,61,257.455
12800,62,257.455
12800,63,257.455
12800,64,257.455
12800,65,257.455
12800,66,257.455
12800,67,257.455
12800,68,257.455
12800,69,257.455
12800,70,257.455
12800,71,257.455
12800,72,244.465
12800,73,246.63
12800,74,248.795
12800,75,250.96
12800,76,253.125
12800,77,255.29
12800,78,257.455
12800,79,255.29
12800,80,257.455
12800,81,255.29
12800,82,257.455
12800,83,253.125
12800,84,255.29
12800,85,257.455
12800,86,248.795
12800,87,250.96
12800,88,253.125
12800,89,255.29
12800,90,257.455
12800,91,255.29
12800,92,257.455
12800,93,255.29
12800,94,257.455
12800,95,242.3
12800,96,244.465
12800,97,246.63
12800,98,248.795
12800,99,250.96
12800,100,253.125
12800,101,255.29
12800,102,257.455
12800,103,255.29
12800,104,257.455
12800,105,257.455
12800,106,257.455
12800,107,257.455
12800,108,257.455
12800,109,257.455
12800,110,257.455
12800,111,257.455
12800,112,257.455
12800,113,257.455
12800,114,257.455
12800,115,257.455
12800,116,257.455
12800,117,257.455
12800,118,257.455
12800,119,257.455
12800,120,257.455
12800,121,257.455
12800,122,257.455
12800,123,257.455
12800,124,257.455
12800,125,257.455
12800,126,257.455
12800,127,257.455
12800,128,257.455
12800,129,257.455
12800,130,257.455
12800,131,257.455
12800,132,257.455
12800,133,257.455
12800,134,257.455
12800,135,257.455
12800,136,257.455
12800,137,257.455
12800,138,257.455
12800,139,257.455
12800,140,257.455
12800,141,257.455
12800,142,257.455
12800,143,257.455
12800,144,257.455
12800,145,257.455
12800,146,257.455
12800,147,257.455
12800,148,257.455
12800,149,257.455
12800,150,257.455
12800,151,257.455
12800,152,257.455
12800,153,257.455
12800,154,257.455
12800,155,257.455
12800,156,257.455
12800,157,257.455
12800,158,257.455
12800,159,257.455
12800,160,257.455
12800,161,257.455
12800,162,257.455
12800,163,257.455
12800,164,257.455
12800,165,257.455
12800,166,255.29
12800,167,257.455
12800,168,237.97
12800,169,240.135
12800,170,242.3
12800,171,242.3
12800,172,242.3
12800,173,242.3
12800,174,242.3
12800,175,242.3
12800,176,244.465
12800,177,246.63
12800,178,248.795
12800,179,250.96
12800,180,253.125
12800,181,253.125
12800,182,255.29
12800,183,255.29
12800,184,255.29
12800,185,257.455
12800,186,257.455
12800,187,257.455
12800,188,235.805
12800,189,235.805
12800,190,237.97
12800,191,240.135
12800,192,240.135
12800,193,242.3
12800,194,244.465
12800,195,244.465
12800,196,246.63
12800,197,248.795
12800,198,250.96
12800,199,253.125
12800,200,253.125
12800,201,255.29
12800,202,255.29
12800,203,257.455
12800,204,257.455
12800,205,235.805
12800,206,235.805
12800,207,235.805
12800,208,235.805
12800,209,235.805
12800,210,237.97
64000,2,30676.1
64000,3,23801
64000,4,19260.3
64000,5,16354.6
64000,6,14100
64000,7,12400
64000,8,11180.4
64000,9,10143.4
64000,10,9130
64000,11,8490
64000,12,7880
64000,13,7269.75
64000,14,6845
64000,15,6435.4
64000,16,6034.46
64000,17,5799.35
64000,18,5417.89
64000,19,5197.94
64000,20,4986.64
64000,21,4775.35
64000,22,4570.55
64000,23,4374.41
64000,24,4182.6
64000,25,3990.79
64000,26,3947.49
64000,27,3768.67
64000,28,3583.35
64000,29,3371.48
64000,30,3330
64000,31,3170
64000,32,3138.83
64000,33,2979.78
64000,34,2951.63
64000,35,2770
64000,36,2690.54
64000,37,2570.18
64000,38,2537.42
64000,39,2509.27
64000,40,2356.72
64000,41,2297.69
64000,42,2167.07
64000,43,2108.33
64000,44,2086.11
64000,45,1974.97
64000,46,1926.77
64000,47,1879.07
64000,48,1776.89
64000,49,1743.62
64000,50,1730.92
64000,51,1715.76
64000,52,1696.28
64000,53,1680.62
64000,54,1659.26
64000,55,1606.8
64000,56,1589.68
64000,57,1574.03
64000,58,1562.91
64000,59,1532.4
64000,60,1526.95
64000,61,1514.29
64000,62,1495.89
64000,63,1458.79
64000,64,1430.72
64000,65,1421.78
64000,66,1410.14
64000,67,1395.26
64000,68,1373.92
64000,69,1361.72
64000,70,1347.87
64000,71,1339.87
64000,72,1329.84
64000,73,1323.62
64000,74,1314.77
64000,75,1317.22
64000,76,1315.05
64000,77,1313.76
64000,78,1313.76
64000,79,1308.05
64000,80,1302.93
64000,81,1305.1
64000,82,1302.93
64000,83,1300.77
64000,84,1298.6
64000,85,1287.78
64000,86,1292.11
64000,87,1289.94
64000,88,1287.78
64000,89,1285.61
64000,90,1287.27
64000,91,1287.27
64000,92,1285.11
64000,93,1282.94
64000,94,1287.27
64000,95,1282.94
64000,96,1278.61
64000,97,1287.27
64000,98,1287.27
64000,99,1285.11
64000,100,1287.27
64000,101,1285.11
64000,102,1287.27
64000,103,1282.94
64000,104,1287.27
64000,105,1282.94
64000,106,1285.11
64000,107,1282.94
64000,108,1282.94
64000,109,1287.27
64000,110,1285.11
64000,111,1287.27
64000,112,1287.27
64000,113,1287.27
64000,114,1285.11
64000,115,1285.11
64000,116,1285.11
64000,117,1287.27
64000,118,1285.11
64000,119,1285.11
64000,120,1287.27
64000,121,1282.94
64000,122,1282.94
64000,123,1287.27
64000,124,1282.94
64000,125,1287.27
64000,126,1287.27
64000,127,1280.78
64000,128,1278.61
64000,129,1285.11
64000,130,1285.11
64000,131,1250.47
64000,132,1256.96
64000,133,1263.46
64000,134,1269.95
64000,135,1276.45
64000,136,1287.27
64000,137,1287.27
64000,138,1280.78
64000,139,1285.11
64000,140,1287.27
64000,141,1285.11
64000,142,1285.11
64000,143,1285.11
64000,144,1282.94
64000,145,1287.27
64000,146,1282.94
64000,147,1285.11
64000,148,1285.11
64000,149,1285.11
64000,150,1282.94
64000,151,1287.27
64000,152,1285.11
64000,153,1282.94
64000,154,1278.61
64000,155,1285.11
64000,156,1287.27
64000,157,1282.94
64000,158,1282.94
64000,159,1285.11
64000,160,1287.27
64000,161,1285.11
64000,162,1280.78
64000,163,1285.11
64000,164,1285.11
64000,165,1287.27
64000,166,1282.94
64000,167,1287.27
64000,168,1285.11
64000,169,1285.11
64000,170,1287.27
64000,171,1287.27
64000,172,1287.27
64000,173,1287.27
64000,174,1285.11
64000,175,1287.27
64000,176,1282.94
64000,177,1287.27
64000,178,1287.27
64000,179,1285.11
64000,180,1287.27
64000,181,1287.27
64000,182,1287.27
64000,183,1287.27
64000,184,1285.11
64000,185,1285.11
64000,186,1287.27
64000,187,1287.27
64000,188,1287.27
64000,189,1285.11
64000,190,1278.61
64000,191,1285.11
64000,192,1276.45
64000,193,1282.94
64000,194,1285.11
64000,195,1287.27
64000,196,1274.28
64000,197,1276.45
64000,198,1280.78
64000,199,1282.94
64000,200,1287.27
64000,201,1280.78
64000,202,1285.11
64000,203,1167.41
64000,204,1170.37
64000,205,1174.7
64000,206,1179.03
64000,207,1183.36
64000,208,1187.69
64000,209,1189.85
64000,210,1194.18
